IDTDOC,IDEPAIS,IDESTGEN,EDAD,IDCODEMUNI,IDCODEDEPTO,IDCOLCALEN,IDCOLGEN,IDCOLNATU,IDCOLBILIN,IDCOLCARAC,IDDESING,IDDESMATH,IDPUESTO
1,1,2,19,68081.0,68.0,3,1,2,0.0,1,2,3,0
1,1,2,36,68081.0,68.0,3,1,2,0.0,1,2,1,0
3,1,2,17,68081.0,68.0,3,1,2,0.0,1,3,4,3
1,1,2,23,68081.0,68.0,3,1,2,0.0,1,3,3,5
1,1,2,28,68081.0,68.0,3,1,2,0.0,1,3,3,0
3,1,1,16,68081.0,68.0,3,1,2,0.0,1,3,3,0
1,1,1,26,68081.0,68.0,3,1,2,0.0,1,3,3,0
3,1,2,18,68081.0,68.0,3,1,2,0.0,1,2,3,5
1,1,1,32,68081.0,68.0,3,1,2,0.0,1,1,2,0
1,1,1,25,68081.0,68.0,3,1,2,0.0,1,2,3,0
3,1,2,17,68081.0,68.0,3,1,2,0.0,1,3,3,0
3,1,2,17,68081.0,68.0,3,1,2,0.0,1,3,3,0
1,1,2,23,68081.0,68.0,3,1,2,0.0,1,3,3,0
1,1,1,20,68081.0,68.0,3,1,2,0.0,1,3,2,0
1,1,1,18,68081.0,68.0,3,1,2,0.0,1,3,3,5
1,1,1,18,68573.0,68.0,3,1,2,0.0,1,3,3,0
1,1,2,23,68081.0,68.0,3,1,2,0.0,1,3,4,0
1,1,2,23,68081.0,68.0,3,1,2,0.0,1,3,3,0
1,1,2,27,68081.0,68.0,3,1,2,0.0,1,3,3,0
1,1,2,21,68081.0,68.0,3,1,2,0.0,1,3,2,0
1,1,1,19,54874.0,54.0,3,1,2,0.0,1,3,3,0
1,1,1,21,68081.0,68.0,3,1,2,0.0,1,2,3,0
3,1,2,17,68081.0,68.0,3,1,2,0.0,1,2,3,0
1,1,1,23,68081.0,68.0,3,1,2,0.0,1,3,3,5
1,1,2,21,68081.0,68.0,3,1,2,0.0,1,3,3,0
1,1,2,37,68081.0,68.0,3,1,2,0.0,1,3,4,2
1,1,1,20,68081.0,68.0,3,1,2,0.0,1,3,3,0
1,1,1,18,68081.0,68.0,3,1,2,0.0,1,3,3,0
1,1,1,27,68081.0,68.0,3,1,2,0.0,1,3,3,5
1,1,1,20,68081.0,68.0,3,1,2,0.0,1,2,3,0
1,1,1,40,5893.0,5.0,3,1,2,0.0,1,2,3,0
1,1,1,25,68081.0,68.0,3,1,2,0.0,1,3,3,0
1,1,2,23,68081.0,68.0,3,1,2,0.0,1,2,3,6
1,1,1,27,68655.0,68.0,3,1,2,0.0,1,3,3,0
1,1,1,20,68081.0,68.0,3,1,2,0.0,1,3,3,0
3,1,2,16,68081.0,68.0,3,1,2,0.0,1,3,3,5
1,1,1,26,68081.0,68.0,3,1,2,0.0,1,3,3,0
1,1,2,19,68081.0,68.0,3,1,2,0.0,1,3,3,6
1,1,2,18,68081.0,68.0,3,1,2,0.0,1,2,3,0
1,1,1,18,68081.0,68.0,3,1,2,0.0,1,2,2,6
3,1,1,17,68081.0,68.0,3,1,2,0.0,1,3,3,0
1,1,2,29,68081.0,68.0,3,1,2,0.0,1,2,3,0
1,1,1,50,68081.0,68.0,3,1,2,0.0,1,3,2,0
3,1,2,17,5001.0,5.0,3,1,2,0.0,1,2,3,5
1,1,2,19,68081.0,68.0,3,1,2,0.0,1,1,2,0
3,1,1,17,68081.0,68.0,3,1,2,0.0,1,3,3,4
3,1,1,18,54874.0,54.0,3,1,2,0.0,1,2,3,6
1,1,2,18,68081.0,68.0,3,1,2,0.0,1,2,3,0
3,1,2,17,68081.0,68.0,3,1,2,0.0,1,2,3,0
3,1,1,17,68081.0,68.0,3,1,2,0.0,1,3,2,0
1,1,2,31,11001.0,11.0,1,1,2,0.0,1,4,4,1
2,1,1,18,11001.0,11.0,1,1,2,0.0,1,3,4,2
1,1,2,18,52540.0,52.0,1,1,1,0.0,3,2,4,2
1,1,2,20,76001.0,76.0,1,1,1,0.0,3,6,4,1
1,1,1,19,76001.0,76.0,1,1,1,0.0,3,3,3,2
1,1,2,19,76001.0,76.0,1,1,1,0.0,3,5,4,1
1,1,2,21,76001.0,76.0,1,1,1,0.0,3,3,4,2
1,1,2,18,76001.0,76.0,1,1,1,0.0,3,4,5,1
1,1,2,23,76001.0,76.0,1,1,1,0.0,3,3,4,2
1,1,2,18,76001.0,76.0,1,1,1,0.0,3,3,4,2
1,1,1,20,76001.0,76.0,1,1,1,0.0,3,3,3,2
1,1,2,19,76001.0,76.0,1,1,1,0.0,3,3,4,0
1,1,2,22,76001.0,76.0,1,1,1,0.0,3,3,3,5
1,1,2,10,76001.0,76.0,1,1,1,0.0,3,3,4,0
1,1,1,23,76001.0,76.0,1,1,1,0.0,3,3,3,2
1,1,2,19,76001.0,76.0,1,1,1,0.0,3,3,4,2
1,1,2,21,76001.0,76.0,1,1,1,0.0,3,3,4,4
1,1,1,20,76001.0,76.0,1,1,1,0.0,3,3,4,3
3,1,1,17,76001.0,76.0,1,1,1,0.0,3,3,4,3
3,1,1,17,76520.0,76.0,3,1,2,0.0,3,3,3,5
1,1,1,18,76520.0,76.0,3,1,2,0.0,3,3,3,5
1,1,2,34,76520.0,76.0,3,1,2,0.0,3,3,3,4
1,1,2,20,76520.0,76.0,3,1,2,0.0,3,3,3,0
3,1,1,18,76520.0,76.0,3,1,2,0.0,3,3,3,4
1,1,2,46,76520.0,76.0,3,1,2,0.0,3,2,4,0
1,1,1,21,76520.0,76.0,3,1,2,0.0,3,5,5,1
1,1,1,19,76001.0,76.0,3,1,2,0.0,3,3,4,3
2,1,2,18,76520.0,76.0,3,1,2,0.0,3,3,4,3
1,1,2,34,52001.0,52.0,2,1,2,0.0,3,3,3,0
3,1,2,17,76001.0,76.0,2,1,2,0.0,3,4,4,3
3,1,2,17,76001.0,76.0,2,1,2,0.0,3,4,3,3
1,1,1,19,76001.0,76.0,2,1,2,0.0,3,3,3,4
1,1,1,19,76001.0,76.0,2,1,2,0.0,3,2,3,5
1,1,2,48,76001.0,76.0,3,1,2,0.0,3,3,3,5
1,1,1,18,63001.0,63.0,1,1,2,0.0,3,3,4,3
1,1,1,19,27001.0,27.0,1,1,2,0.0,3,3,2,6
1,1,1,20,76109.0,76.0,1,1,2,0.0,3,3,3,5
1,1,1,25,76001.0,76.0,1,1,2,0.0,3,3,3,5
1,1,1,18,76001.0,76.0,1,1,2,0.0,3,2,3,6
1,1,2,9,76001.0,76.0,1,1,2,0.0,3,3,4,0
1,1,1,23,76001.0,76.0,1,1,2,0.0,3,3,3,4
1,1,2,21,76001.0,76.0,1,1,2,0.0,3,3,4,2
1,1,1,28,76001.0,76.0,1,1,2,0.0,3,3,3,5
1,1,2,21,76001.0,76.0,1,1,2,0.0,3,3,3,5
1,1,2,25,76001.0,76.0,1,1,2,0.0,3,3,3,0
1,1,2,45,76001.0,76.0,3,1,2,0.0,1,3,3,4
1,1,1,28,76147.0,76.0,3,1,1,0.0,1,3,2,6
1,1,2,29,76147.0,76.0,3,1,1,0.0,1,2,2,6
1,1,2,33,76147.0,76.0,3,1,1,0.0,1,3,3,0
1,1,2,28,76147.0,76.0,3,1,1,0.0,1,3,2,0
1,1,2,21,76147.0,76.0,3,1,1,0.0,1,3,3,0
1,1,1,29,54405.0,54.0,3,1,2,0.0,1,2,3,5
1,1,2,29,44001.0,44.0,3,1,2,0.0,1,3,3,0
1,1,2,21,44001.0,44.0,3,1,2,0.0,1,3,2,0
1,1,2,21,44001.0,44.0,3,1,2,0.0,1,3,3,0
2,1,2,18,44001.0,44.0,3,1,2,0.0,1,2,3,4
1,1,2,22,44001.0,44.0,3,1,2,0.0,1,2,3,0
1,1,2,19,44001.0,44.0,3,1,2,0.0,1,2,2,0
1,1,1,30,44001.0,44.0,3,1,2,0.0,1,2,4,0
1,1,1,20,44001.0,44.0,3,1,2,0.0,1,3,2,0
1,1,2,20,44001.0,44.0,3,1,2,0.0,1,3,3,0
1,1,2,20,44001.0,44.0,3,1,2,0.0,1,2,3,6
1,1,2,26,44001.0,44.0,3,1,2,0.0,1,3,2,0
1,1,1,26,44001.0,44.0,3,1,2,0.0,1,3,3,0
3,1,2,17,44001.0,44.0,3,1,2,0.0,1,2,3,0
1,1,1,30,44001.0,44.0,3,1,2,0.0,1,3,3,0
1,1,1,24,76109.0,76.0,2,1,2,0.0,1,3,3,0
1,1,2,18,76109.0,76.0,2,1,2,0.0,1,2,3,6
1,1,2,18,76109.0,76.0,2,1,2,0.0,1,3,3,0
1,1,1,20,76109.0,76.0,2,1,2,0.0,1,3,3,5
3,1,1,17,76109.0,76.0,2,1,2,0.0,1,3,3,0
1,1,2,20,25290.0,25.0,3,1,2,0.0,1,3,3,5
1,1,2,23,11001.0,11.0,3,1,2,0.0,1,2,3,4
1,1,2,18,25040.0,25.0,3,1,2,0.0,1,3,4,4
1,1,2,19,25269.0,25.0,3,1,2,0.0,1,6,3,1
1,1,1,41,25269.0,25.0,3,1,2,0.0,1,2,3,5
1,1,2,27,25269.0,25.0,3,1,2,0.0,1,3,2,0
1,1,2,45,25260.0,25.0,3,1,2,0.0,1,3,4,0
1,1,2,24,25269.0,25.0,3,1,2,0.0,1,4,3,2
1,1,1,23,25269.0,25.0,3,1,2,0.0,1,3,3,0
1,1,1,20,25269.0,25.0,3,1,2,0.0,1,2,3,3
1,1,2,44,25269.0,25.0,3,1,2,0.0,1,3,3,5
1,1,2,19,25269.0,25.0,3,1,2,0.0,1,3,2,0
1,1,2,31,25269.0,25.0,3,1,2,0.0,1,1,3,0
1,1,2,35,25269.0,25.0,3,1,2,0.0,1,3,3,3
1,1,2,24,25898.0,25.0,3,1,2,0.0,1,3,2,4
1,1,2,27,25269.0,25.0,3,1,2,0.0,1,1,1,0
1,1,2,32,25269.0,25.0,3,1,2,0.0,1,2,3,6
1,1,1,24,25260.0,25.0,3,1,2,0.0,1,2,2,5
1,1,2,22,25269.0,25.0,3,1,2,0.0,1,3,4,0
1,1,1,22,25269.0,25.0,3,1,2,0.0,1,3,3,6
1,1,2,31,11001.0,11.0,3,1,2,0.0,1,3,3,2
1,1,2,22,25269.0,25.0,3,1,2,0.0,1,3,3,0
1,1,2,19,25781.0,25.0,3,1,2,0.0,1,3,3,0
1,1,1,18,25843.0,25.0,3,1,2,0.0,1,3,3,4
1,1,2,40,41020.0,41.0,3,1,2,0.0,1,2,3,4
1,1,1,23,50006.0,50.0,3,1,2,0.0,1,3,2,0
1,1,1,27,25899.0,25.0,3,1,2,0.0,1,3,3,0
1,1,1,22,41524.0,41.0,3,1,2,0.0,1,3,3,3
1,1,1,27,41524.0,41.0,3,1,2,0.0,1,2,2,6
1,1,1,20,41524.0,41.0,3,1,2,0.0,1,3,3,5
1,1,1,19,19001.0,19.0,3,1,1,0.0,1,2,2,6
1,1,2,27,41551.0,41.0,3,1,2,0.0,1,2,3,4
1,1,2,19,18001.0,18.0,3,1,2,0.0,1,3,6,1
1,1,1,20,41551.0,41.0,3,1,2,0.0,1,3,3,5
1,1,1,18,41001.0,41.0,3,1,2,0.0,1,3,3,5
1,1,2,19,41001.0,41.0,3,1,2,0.0,1,3,3,5
3,1,1,17,41551.0,41.0,3,1,2,0.0,1,2,3,0
1,1,2,19,41551.0,41.0,3,1,2,0.0,1,3,3,0
1,1,2,18,NOID,NOID,3,1,2,0.0,1,3,3,0
1,1,1,42,41551.0,41.0,3,1,2,0.0,1,3,3,0
1,1,1,21,41551.0,41.0,3,1,2,0.0,1,2,3,6
1,1,2,24,11001.0,11.0,3,1,2,0.0,1,2,3,6
3,1,1,16,73001.0,73.0,3,1,2,0.0,1,3,3,5
1,1,2,26,11001.0,11.0,3,1,2,0.0,1,3,2,4
1,1,1,19,41551.0,41.0,3,1,2,0.0,1,3,3,0
1,1,1,19,41551.0,41.0,3,1,2,0.0,1,3,2,0
1,1,2,19,41551.0,41.0,3,1,2,0.0,1,5,4,0
1,1,1,18,41001.0,41.0,3,1,2,0.0,1,3,3,0
3,1,1,16,41396.0,41.0,3,1,2,0.0,1,2,4,0
3,1,1,17,41396.0,41.0,3,1,2,0.0,1,2,2,0
1,1,2,19,41396.0,41.0,3,1,2,0.0,1,2,3,6
1,1,2,26,41396.0,41.0,3,1,2,0.0,1,3,3,0
1,1,2,18,NOID,NOID,3,1,2,0.0,1,2,3,0
1,1,1,27,11001.0,11.0,3,1,2,0.0,1,3,3,4
1,1,2,21,41396.0,41.0,3,1,2,0.0,1,3,3,4
1,1,1,18,41396.0,41.0,3,1,2,0.0,1,3,3,0
3,1,2,17,41396.0,41.0,3,1,2,0.0,1,2,4,4
1,1,2,29,41396.0,41.0,3,1,2,0.0,1,3,3,5
1,1,2,18,41396.0,41.0,3,1,2,0.0,1,4,4,3
1,1,2,18,41396.0,41.0,3,1,2,0.0,1,3,3,0
1,1,1,20,41396.0,41.0,3,1,2,0.0,1,2,3,0
1,1,1,19,76001.0,76.0,3,1,2,0.0,1,3,2,0
1,1,1,24,41396.0,41.0,3,1,2,0.0,1,3,3,0
1,1,2,32,41396.0,41.0,3,1,2,0.0,1,3,3,4
1,1,2,21,19807.0,19.0,3,1,2,0.0,1,3,3,5
1,1,1,36,41001.0,41.0,3,1,2,0.0,1,3,3,3
3,1,1,17,41396.0,41.0,3,1,2,0.0,1,3,2,6
1,1,1,22,76147.0,76.0,3,1,2,0.0,1,3,3,0
1,1,1,35,47245.0,47.0,3,1,2,0.0,1,3,3,3
1,1,2,39,25754.0,25.0,3,1,2,0.0,1,4,3,3
1,1,1,36,52001.0,52.0,3,1,2,0.0,1,2,2,6
1,1,1,18,52001.0,52.0,3,1,2,0.0,1,4,3,0
1,1,2,23,52001.0,52.0,3,1,2,0.0,1,3,3,4
1,1,1,21,52001.0,52.0,3,1,2,0.0,1,3,3,5
1,1,2,18,52001.0,52.0,3,1,2,0.0,1,3,2,6
1,1,2,22,52001.0,52.0,3,1,2,0.0,1,2,3,5
1,1,1,19,52001.0,52.0,3,1,2,0.0,1,3,2,0
1,1,2,19,52001.0,52.0,3,1,2,0.0,1,2,2,5
1,1,2,18,52001.0,52.0,3,1,2,0.0,1,3,3,0
2,1,2,18,52001.0,52.0,3,1,2,0.0,1,3,3,0
1,1,2,22,52110.0,52.0,3,1,2,0.0,1,3,3,0
1,1,1,37,52001.0,52.0,3,1,2,0.0,1,3,3,0
1,1,1,21,52001.0,52.0,3,1,2,0.0,1,4,3,2
1,1,2,25,52001.0,52.0,3,1,2,0.0,1,3,3,4
1,1,2,19,52001.0,52.0,3,1,2,0.0,1,3,3,5
1,1,2,19,52001.0,52.0,3,1,2,0.0,1,3,3,3
1,1,1,20,52001.0,52.0,3,1,2,0.0,1,3,3,0
1,1,2,20,52001.0,52.0,3,1,2,0.0,1,3,4,3
2,1,2,18,52001.0,52.0,3,1,2,0.0,1,3,3,3
1,1,1,23,52001.0,52.0,3,1,2,0.0,1,3,3,0
1,1,1,18,52001.0,52.0,3,1,2,0.0,1,3,3,5
1,1,1,28,52001.0,52.0,3,1,2,0.0,1,2,3,0
1,1,1,20,52001.0,52.0,3,1,2,0.0,1,3,3,5
1,1,2,21,52001.0,52.0,3,1,2,0.0,1,3,3,4
1,1,2,19,76834.0,76.0,3,1,2,0.0,1,3,3,3
1,1,1,29,52001.0,52.0,3,1,2,0.0,1,3,3,5
3,1,2,16,52001.0,52.0,3,1,2,0.0,1,3,4,2
3,1,1,17,52001.0,52.0,3,1,2,0.0,1,3,4,1
1,1,2,19,52405.0,52.0,3,1,2,0.0,1,4,3,1
1,1,1,9,52838.0,52.0,3,1,2,0.0,1,3,3,0
1,1,2,21,52001.0,52.0,3,1,2,0.0,1,3,3,0
3,1,1,16,52001.0,52.0,3,1,2,0.0,1,2,2,6
1,1,2,18,50001.0,50.0,3,1,2,0.0,1,3,4,0
1,1,2,20,73449.0,73.0,3,1,2,0.0,1,3,2,0
3,1,2,17,52001.0,52.0,3,1,2,0.0,1,2,3,0
3,1,1,16,52001.0,52.0,3,1,2,0.0,1,4,3,0
1,1,2,18,52001.0,52.0,3,1,2,0.0,1,3,3,0
3,1,2,15,52001.0,52.0,3,1,2,0.0,1,4,3,0
1,1,2,19,52835.0,52.0,3,1,2,0.0,1,3,4,0
1,1,1,21,52001.0,52.0,3,1,2,0.0,1,3,3,0
1,1,2,9,52001.0,52.0,3,1,2,0.0,1,3,3,0
1,1,2,21,52001.0,52.0,3,1,2,0.0,1,3,3,0
1,1,2,20,52001.0,52.0,3,1,2,0.0,1,3,4,4
1,1,2,21,52001.0,52.0,3,1,2,0.0,1,3,2,0
1,1,2,19,52001.0,52.0,3,1,2,0.0,1,2,3,4
1,1,2,23,52001.0,52.0,3,1,2,0.0,1,2,3,3
1,1,2,33,52001.0,52.0,3,1,2,0.0,1,3,3,0
1,1,2,19,52001.0,52.0,3,1,2,0.0,1,3,3,3
1,1,2,20,52001.0,52.0,3,1,2,0.0,1,3,3,5
1,1,1,22,52001.0,52.0,3,1,2,0.0,1,4,3,2
1,1,2,18,52001.0,52.0,3,1,2,0.0,1,3,3,0
1,1,2,19,63001.0,63.0,1,1,1,0.0,2,3,3,0
1,1,1,28,63001.0,63.0,1,1,1,0.0,2,3,3,0
1,1,1,23,63001.0,63.0,1,1,1,0.0,2,3,3,0
1,1,2,20,66001.0,66.0,3,1,1,0.0,1,3,4,5
1,1,2,18,66001.0,66.0,3,1,1,0.0,1,2,4,0
1,1,1,20,66001.0,66.0,3,1,1,0.0,1,2,3,4
1,1,2,18,66001.0,66.0,3,1,1,0.0,1,3,3,0
1,1,2,22,66001.0,66.0,3,1,1,0.0,1,4,3,0
1,1,2,33,68001.0,68.0,1,1,1,0.0,1,4,4,1
1,1,1,19,11001.0,11.0,1,1,1,0.0,1,3,2,5
1,1,2,22,11001.0,11.0,1,1,1,0.0,1,3,4,1
1,1,2,29,11001.0,11.0,1,1,1,0.0,1,2,3,4
1,1,1,22,11001.0,11.0,1,1,1,0.0,1,3,3,4
1,1,2,18,11001.0,11.0,1,1,1,0.0,1,3,5,1
3,1,2,17,11001.0,11.0,1,1,1,0.0,1,3,4,4
1,1,1,49,11001.0,11.0,1,1,1,0.0,1,3,3,2
1,1,1,24,73001.0,73.0,1,1,1,0.0,1,3,5,1
1,1,2,19,11001.0,11.0,1,1,1,0.0,1,5,4,1
1,1,1,18,20001.0,20.0,1,1,2,0.0,1,4,3,5
1,1,1,33,20001.0,20.0,1,1,2,0.0,2,3,2,6
1,1,2,34,5001.0,5.0,1,1,1,0.0,1,3,3,0
1,1,1,25,76001.0,76.0,1,1,1,0.0,1,2,3,0
1,1,1,20,76147.0,76.0,1,1,1,0.0,2,3,4,2
1,1,1,24,41001.0,41.0,1,1,1,0.0,1,3,3,0
1,1,1,20,41001.0,41.0,1,1,1,0.0,1,3,2,0
1,1,2,18,41001.0,41.0,1,1,2,1.0,1,4,4,0
1,1,1,18,41001.0,41.0,1,1,2,1.0,1,5,5,1
1,1,1,31,11001.0,11.0,3,1,1,0.0,2,3,3,0
1,1,2,22,76520.0,76.0,3,1,1,0.0,2,3,3,0
1,1,2,27,76520.0,76.0,3,1,1,0.0,2,4,3,4
1,1,2,22,76520.0,76.0,3,1,1,0.0,2,3,3,4
1,1,1,22,81794.0,81.0,1,1,1,0.0,3,2,3,5
1,1,1,32,81794.0,81.0,1,1,1,0.0,3,3,3,0
1,1,2,18,85001.0,85.0,1,1,1,0.0,1,4,4,1
1,1,1,18,85001.0,85.0,1,1,1,0.0,1,4,4,1
1,1,2,23,85001.0,85.0,1,1,1,0.0,1,4,6,1
1,1,1,18,5001.0,5.0,3,1,1,0.0,1,3,3,4
1,1,2,18,5001.0,5.0,3,1,1,0.0,1,3,3,0
1,1,1,19,8758.0,8.0,3,1,2,0.0,1,3,3,5
1,1,2,18,8758.0,8.0,3,1,2,0.0,1,3,3,0
3,1,1,18,8758.0,8.0,3,1,2,0.0,1,2,3,0
1,1,2,21,8758.0,8.0,3,1,2,0.0,1,3,2,6
1,1,2,18,8758.0,8.0,3,1,2,0.0,1,2,3,0
1,1,2,19,8001.0,8.0,3,1,2,0.0,1,4,2,0
1,1,2,25,8758.0,8.0,3,1,2,0.0,1,3,3,5
3,1,2,18,8758.0,8.0,3,1,2,0.0,1,3,3,0
1,1,1,25,8758.0,8.0,3,1,2,0.0,1,3,3,0
3,1,2,17,8758.0,8.0,3,1,2,0.0,1,3,3,3
1,1,1,26,8758.0,8.0,3,1,2,0.0,1,2,2,0
3,1,2,17,8758.0,8.0,3,1,2,0.0,1,3,3,0
1,1,1,18,47001.0,47.0,3,1,2,0.0,1,3,3,0
1,1,1,28,19532.0,19.0,3,1,2,0.0,2,2,2,0
1,1,2,19,NOID,NOID,3,1,2,0.0,2,3,4,1
1,1,1,29,11001.0,11.0,3,1,2,0.0,2,3,2,5
1,1,2,24,11001.0,11.0,3,1,2,0.0,2,3,4,2
1,1,2,25,11001.0,11.0,3,1,2,0.0,2,4,4,2
3,1,1,18,11001.0,11.0,3,1,2,0.0,2,3,4,0
1,1,2,21,11001.0,11.0,3,1,2,0.0,2,5,4,2
1,1,2,22,11001.0,11.0,3,1,2,0.0,2,4,4,2
1,1,1,18,11001.0,11.0,3,1,2,0.0,2,2,3,4
1,1,2,21,11001.0,11.0,3,1,2,0.0,2,3,3,0
1,1,1,31,11001.0,11.0,3,1,2,0.0,2,3,3,0
1,1,1,22,41001.0,41.0,3,1,2,0.0,2,3,3,0
1,1,2,30,91001.0,91.0,3,1,2,0.0,1,3,4,2
1,1,2,18,76834.0,76.0,3,1,1,0.0,1,2,2,6
1,1,1,19,76834.0,76.0,3,1,1,0.0,1,2,2,6
1,1,2,49,19698.0,19.0,3,1,1,0.0,1,2,3,4
1,1,1,20,76834.0,76.0,3,1,1,0.0,1,3,3,0
1,1,2,20,11001.0,11.0,1,1,2,0.0,1,5,5,1
1,1,1,20,11001.0,11.0,1,1,2,0.0,1,4,4,1
1,1,2,21,11001.0,11.0,1,1,1,0.0,1,3,4,0
3,1,2,17,11001.0,11.0,1,1,1,0.0,1,3,3,5
1,1,1,19,25612.0,25.0,1,1,1,0.0,1,3,2,0
1,1,1,49,11001.0,11.0,1,1,1,0.0,1,2,3,0
1,1,2,18,11001.0,11.0,1,1,1,0.0,1,3,3,0
1,1,2,18,11001.0,11.0,1,1,2,0.0,1,4,4,2
1,1,1,20,11001.0,11.0,1,1,2,0.0,1,3,3,0
1,1,1,21,11001.0,11.0,1,1,1,0.0,1,3,3,3
1,1,2,19,11001.0,11.0,1,1,1,0.0,1,3,4,3
1,1,2,21,11001.0,11.0,1,1,1,0.0,1,4,3,3
1,1,1,18,11001.0,11.0,1,1,1,0.0,1,3,4,0
1,1,2,35,13430.0,13.0,3,1,2,0.0,1,3,3,4
1,1,1,25,19001.0,19.0,3,1,2,0.0,1,3,3,0
1,1,2,22,13430.0,13.0,3,1,2,0.0,1,2,3,0
1,1,2,21,70418.0,70.0,3,1,2,0.0,1,3,3,0
3,1,2,15,13430.0,13.0,3,1,2,0.0,1,3,3,4
1,1,2,20,13430.0,13.0,3,1,2,0.0,1,2,2,0
1,1,2,43,18756.0,18.0,3,1,2,0.0,1,3,3,5
1,1,2,29,11001.0,11.0,3,1,2,0.0,1,3,3,5
1,1,1,32,18756.0,18.0,3,1,2,0.0,1,2,3,6
1,1,1,27,18205.0,18.0,3,1,2,0.0,1,3,3,4
1,1,1,27,11001.0,11.0,3,1,2,0.0,1,3,3,0
1,1,2,19,18247.0,18.0,3,1,2,0.0,1,3,3,0
1,1,2,18,18001.0,18.0,3,1,2,0.0,1,3,4,4
1,1,2,38,18001.0,18.0,3,1,2,0.0,1,2,4,4
1,1,2,35,41001.0,41.0,3,1,2,0.0,1,3,3,6
1,1,1,28,76001.0,76.0,3,1,2,0.0,1,3,3,3
1,1,1,32,18001.0,18.0,3,1,2,0.0,1,2,3,0
1,1,2,29,68001.0,68.0,3,1,1,0.0,1,2,2,0
1,1,2,22,23300.0,23.0,3,1,1,0.0,1,3,4,5
3,1,2,17,44378.0,44.0,1,1,2,0.0,1,3,3,0
1,1,2,20,11001.0,11.0,1,1,1,0.0,3,4,3,2
3,1,1,18,8001.0,8.0,3,1,1,0.0,1,3,3,0
1,1,2,20,8001.0,8.0,3,1,1,0.0,1,3,2,0
3,1,1,17,8001.0,8.0,3,1,1,0.0,1,3,3,3
3,1,2,17,8758.0,8.0,1,1,1,0.0,1,3,2,6
1,1,2,19,8001.0,8.0,1,1,1,0.0,1,3,2,0
1,1,1,18,17001.0,17.0,3,1,2,0.0,1,3,4,3
1,1,1,20,17001.0,17.0,3,1,2,0.0,1,3,2,4
1,1,2,21,17001.0,17.0,3,1,2,0.0,1,3,4,2
3,1,1,17,17001.0,17.0,3,1,2,0.0,1,5,5,1
1,1,2,31,17001.0,17.0,3,1,2,0.0,1,3,4,3
1,1,1,33,18247.0,18.0,3,1,2,0.0,1,2,3,0
1,1,2,20,76001.0,76.0,1,1,1,0.0,3,3,3,0
1,1,2,18,66170.0,66.0,1,1,1,0.0,3,3,3,4
1,1,2,9,76275.0,76.0,3,1,2,0.0,1,3,4,5
1,1,2,28,76001.0,76.0,3,1,2,0.0,1,3,2,0
1,1,2,26,76001.0,76.0,3,1,2,0.0,3,3,3,3
1,1,2,23,50001.0,50.0,3,1,1,0.0,1,1,3,0
1,1,2,22,50001.0,50.0,3,1,1,0.0,1,3,3,3
1,1,2,24,11001.0,11.0,3,1,1,0.0,1,3,3,0
1,1,2,19,50001.0,50.0,1,1,1,0.0,1,3,3,4
1,1,1,53,50001.0,50.0,1,1,1,0.0,1,3,3,4
1,1,1,19,50001.0,50.0,1,1,1,0.0,1,3,3,0
3,1,1,16,50001.0,50.0,1,1,1,0.0,1,3,3,5
1,1,1,20,50001.0,50.0,1,1,1,0.0,1,3,3,0
3,1,2,16,50001.0,50.0,1,1,1,0.0,1,3,4,0
1,1,2,21,50001.0,50.0,1,1,1,0.0,1,2,3,0
1,1,2,19,50001.0,50.0,1,1,1,0.0,1,3,2,0
3,1,2,17,50001.0,50.0,1,1,1,0.0,1,3,4,4
3,1,2,18,50001.0,50.0,1,1,1,0.0,1,3,3,0
1,1,2,23,47001.0,47.0,1,1,1,0.0,3,2,2,0
1,1,2,23,47001.0,47.0,1,1,1,0.0,1,3,4,2
1,1,1,18,11001.0,11.0,1,1,2,0.0,1,3,3,5
1,1,1,20,66001.0,66.0,3,1,2,0.0,1,3,4,0
3,1,2,18,66170.0,66.0,3,1,2,0.0,1,3,4,2
1,1,2,24,76001.0,76.0,2,1,2,0.0,3,4,3,2
1,1,2,27,19573.0,19.0,3,1,1,0.0,2,3,3,0
1,1,2,41,19573.0,19.0,3,1,1,0.0,2,2,3,5
1,1,1,21,19573.0,19.0,3,1,1,0.0,2,3,2,6
3,1,2,18,19573.0,19.0,3,1,1,0.0,2,3,3,4
1,1,1,30,19573.0,19.0,3,1,1,0.0,2,3,3,0
3,1,1,17,52835.0,52.0,1,1,1,0.0,3,2,3,6
1,1,1,19,11001.0,11.0,1,1,1,0.0,3,3,4,0
1,1,1,21,52835.0,52.0,1,1,1,0.0,3,3,4,0
1,1,2,19,52001.0,52.0,1,1,1,0.0,3,3,4,2
1,1,2,22,76001.0,76.0,1,1,1,0.0,1,3,4,0
1,1,1,18,52835.0,52.0,1,1,1,0.0,2,2,3,5
1,1,1,19,88001.0,88.0,1,1,1,0.0,2,3,3,4
1,1,1,18,52260.0,52.0,1,1,1,0.0,2,2,3,6
1,1,1,19,52260.0,52.0,1,1,1,0.0,2,4,3,2
1,1,1,18,11001.0,11.0,1,1,1,0.0,2,3,4,3
1,1,2,30,52260.0,52.0,1,1,1,0.0,2,3,5,2
1,1,1,19,52001.0,52.0,1,1,1,0.0,2,3,3,2
